gene,gene_name,zscore,effect_size,pvalue,VAR_g,pred_perf_R2,pred_perf_p,pred_perf_q,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000139737,SLAIN1,1.72953638785,0.0929985770461,0.0837131398298,0.0225558519784,0.0139381928041,0.000327472015425,0.000510853241166,34,35,35
ENSG00000178951,ZBTB7A,1.72941661611,0.0986921802289,0.0837345582633,0.0396201673128,0.0681845517115,7.73796927531e-16,1.97858266987e-15,10,10,10
ENSG00000165714,LOH12CR1,-1.72914724678,-0.0989127849844,0.0837827450122,0.231150433176,0.361909516706,7.68501269493e-92,8.87888615833e-91,46,47,47
ENSG00000001461,NIPAL3,1.72719157331,0.0966786658687,0.08413326373,0.0440213458193,0.0627867025246,1.14791568533e-14,2.79881478925e-14,28,29,29
ENSG00000183150,GPR19,1.72589082131,0.0958009084732,0.084367056324,0.189565676732,0.264051844593,2.86749160378e-63,2.0740105389e-62,8,8,8
ENSG00000112640,PPP2R5D,-1.72572734383,-0.0923589838998,0.0843964763441,0.0349792480321,0.065494384766,2.97185576935e-15,7.40630318603e-15,19,19,19
ENSG00000166823,MESP1,1.72571269373,0.0966208541689,0.0843991132363,0.28601055735,0.300876533937,1.4942759664e-73,1.26974895184e-72,58,58,58
ENSG00000005381,MPO,1.7256502884,0.0969940578104,0.0844103464065,0.0732039168749,0.0449117461004,8.02163214126e-11,1.71821299289e-10,66,67,67
ENSG00000256073,C21orf119,1.72564550683,0.0964773729809,0.0844112071552,0.00373274375745,0.00228768410047,0.146728550853,0.186991944198,13,13,13
ENSG00000183207,RUVBL2,-1.72513841318,-0.0945865147219,0.0845025313413,0.032315363038,0.0351146433314,9.86085777631e-09,1.9278218461e-08,24,24,24
ENSG00000111361,EIF2B1,1.72501779366,0.0930192331039,0.084524265878,0.0973608141012,0.105372112752,4.57269972825e-24,1.48708711409e-23,42,42,42
ENSG00000164659,KIAA1324L,1.72490408234,0.092479682608,0.0845447597617,0.0244321210468,0.0388310739203,1.59310603387e-09,3.22118507402e-09,24,24,24
ENSG00000107614,TRDMT1,-1.72450173917,-0.0987736573126,0.0846173052635,0.0491409369425,0.0645004663481,4.88212488997e-15,1.20733133544e-14,29,29,29
ENSG00000160799,CCDC12,-1.72348953903,-0.0953758721197,0.0848000352988,0.00355981386558,0.000454333514583,0.518009469466,0.61827845241,8,8,8
ENSG00000085978,ATG16L1,1.7226765376,0.0943897974008,0.0849470355054,0.0381296510387,0.0675124056266,1.08334318212e-15,2.74821129656e-15,21,21,21
ENSG00000085982,USP40,-1.72259936408,-0.0937546006323,0.0849610000876,0.256916643378,0.32554233676,9.58987471938e-81,9.36310155144e-80,25,25,25
ENSG00000109787,KLF3,1.72138693362,0.0932743159181,0.0851806337163,0.0319983481763,0.0207468096568,1.13037432817e-05,1.91586157203e-05,42,43,43
ENSG00000160255,ITGB2,1.72135785821,0.0938078584253,0.0851859064027,0.38973452937,0.385082770786,3.03435562444e-99,3.89907296873e-98,60,60,60
ENSG00000242019,KIR3DL3,1.72130975714,0.0946828727804,0.0851946298809,0.13447038868,0.136763597957,2.94240201318e-31,1.14420953397e-30,103,103,103
ENSG00000163930,BAP1,-1.72096705542,-0.0961583488923,0.0852568022328,0.00191057078736,0.000309085719698,0.593930156478,0.702780890393,12,12,12
ENSG00000112695,COX7A2,-1.72059796031,-0.094323212778,0.0853238038529,0.0284057580294,0.0138309686796,0.000345444243943,0.000538315917768,47,48,48
ENSG00000113272,THG1L,1.71926805006,0.0919433083525,0.0855655747952,0.00713461517156,0.00999670970896,0.00237013503779,0.00350045397877,16,16,16
ENSG00000101442,ACTR5,-1.71800486647,-0.0967055129055,0.0857957276355,0.311777958172,0.305810736277,5.70124380586e-75,4.98281898918e-74,62,63,63
ENSG00000174721,FGFBP3,1.71652206444,0.10133900798,0.0860665331112,0.00634482809901,0.0100699576502,0.00228371248148,0.00337660272717,8,8,8
ENSG00000167985,SDHAF2,1.71627994117,0.0942087801047,0.0861108178193,0.0133235236224,0.0162500819467,0.000103888047224,0.000166663760048,16,16,16
ENSG00000125505,MBOAT7,-1.71554131413,-0.0973553200187,0.0862460275538,0.0188633191434,0.0292440495779,1.7502717489e-07,3.24139893205e-07,28,29,29
ENSG00000205426,KRT81,1.71546076179,0.0900843880569,0.0862607834671,0.030735901954,0.0434945297317,1.61115326304e-10,3.40563306493e-10,32,32,32
ENSG00000067182,TNFRSF1A,-1.7153132155,-0.0957837161638,0.0862878168997,0.0421275009162,0.0584543197735,9.91470225005e-14,2.3469903547e-13,27,27,27
ENSG00000136014,USP44,1.71523788743,0.0965089203393,0.0863016211479,0.0791717313474,0.123760203507,2.9986939889e-28,1.08207667199e-27,19,19,19
ENSG00000115486,GGCX,1.71481953377,0.0953329908386,0.0863783190283,0.400973199158,0.459503100404,4.710932291e-125,8.72681986002e-124,24,25,25
ENSG00000217555,CKLF,1.71474259483,0.0920126922464,0.0863924304387,0.000482758513961,0.00208522041793,0.165926956942,0.210076319319,4,4,4
ENSG00000155463,OXA1L,1.71385007079,0.0924863554192,0.0865562648454,0.0563421941029,0.0640303020227,6.17342028802e-15,1.51953127665e-14,86,86,86
ENSG00000167945,PRR25,1.71361213135,0.0880787679588,0.0865999840599,0.00584875907526,0.00837494567278,0.00542147450807,0.00779884673939,12,12,12
ENSG00000205758,CRYZL1,-1.71301767022,-0.096163736464,0.0867092888295,0.00468614944603,0.00165488668555,0.217176765858,0.271826967891,13,13,13
SPHAR,SPHAR,1.71248248155,0.0949250570816,0.086807790312,0.00121378673671,9.03937740546e-05,0.773111857529,0.899448482953,5,5,5
ENSG00000188649,CC2D2B,1.71179429691,0.0933631692014,0.0869345834504,0.145748391654,0.204819553768,9.47656332296e-48,5.1449223218e-47,34,34,34
ENSG00000168274,HIST1H2AE,-1.71135343986,-0.0992879873951,0.0870158867648,0.158594561996,0.150614793603,1.64640212733e-34,6.82339912492e-34,45,46,46
ENSG00000184182,UBE2F,-1.71096863325,-0.0968923551255,0.0870869033546,0.207008308806,0.235456520868,1.25159324755e-55,7.92916530231e-55,57,58,58
ENSG00000100218,RTDR1,-1.71004292249,-0.09160342663,0.0872579361869,0.0317365459101,0.0530384480757,1.45369761313e-12,3.30856251297e-12,19,19,19
ENSG00000148429,USP6NL,1.70946249736,0.092516149354,0.0873653127919,0.022175255147,0.0295625410043,1.49743436995e-07,2.78412028326e-07,23,23,23
ENSG00000196218,RYR1,1.70895111761,0.0932480081952,0.0874600045701,0.098189676898,0.122743772729,5.13211172101e-28,1.84032244698e-27,17,17,17
ENSG00000141401,IMPA2,1.70878669873,0.0958701114321,0.0874904674685,0.124707591662,0.158936232338,1.73046944418e-36,7.49244347444e-36,26,26,26
ENSG00000184860,SDR42E1,1.70846551419,0.0911141286996,0.0875500000004,0.00942727742925,0.0263287638157,7.30199744121e-07,1.31171042414e-06,1,1,1
ENSG00000137628,DDX60,-1.70800539234,-0.0991652763295,0.0876353419249,0.00373452558168,0.000914206149396,0.359111728383,0.43803117008,17,17,17
ENSG00000120063,GNA13,-1.70766723212,-0.0944129101443,0.0876981055714,0.00658956289248,0.0116089860037,0.00105019351989,0.00158880069497,6,7,7
ENSG00000162745,OLFML2B,-1.70746641783,-0.097315260745,0.0877353945189,0.0168424049138,0.0297785453959,1.34708262615e-07,2.50989181907e-07,25,26,26
ENSG00000111790,FGFR1OP2,-1.70732674713,-0.0931414960653,0.0877613373319,0.0012949468337,0.000156433160149,0.704481666206,0.823458291231,3,3,3
ENSG00000105865,DUS4L,1.70563081261,0.0929193134617,0.088076838748,0.00122410256281,1.44345901595e-05,0.90828087648,1.0,6,6,6
ENSG00000139405,C12orf52,1.70538912017,0.0945841967535,0.0881218761157,0.232667265163,0.222092098567,3.73242535018e-52,2.21540217608e-51,48,50,50
ENSG00000198826,ARHGAP11A,1.70530778463,0.0933533048525,0.0881370364896,0.267539010861,0.258662644303,8.30861231478e-62,5.88981339063e-61,94,95,95
ENSG00000151715,TMEM45B,1.70464779664,0.0922930081518,0.0882601313999,0.382452861138,0.515716993932,5.11595582909e-147,1.29830932996e-145,33,34,34
ENSG00000110446,SLC15A3,-1.70439645045,-0.0903427785419,0.0883070466155,0.0743976555737,0.127096658684,5.11818166332e-29,1.8819533972e-28,15,15,15
ENSG00000112893,MAN2A1,-1.70427746142,-0.0900047009812,0.0883292636147,0.00844394926115,0.0112104454111,0.00128341673634,0.00192768637637,11,12,12
ENSG00000011304,PTBP1,-1.70426510825,-0.0927242569499,0.0883315703911,0.000406511811763,2.1910472848e-05,0.887127565965,1.0,3,3,3
ENSG00000196072,BLOC1S2,1.70281720271,0.0906995557131,0.0886022824967,0.128788793701,0.186554414184,3.41671126856e-43,1.70395699047e-42,36,36,36
ENSG00000166508,MCM7,-1.70255806655,-0.0932984705684,0.0886508031573,0.0315979042603,0.0148483751026,0.000208213616798,0.000328193100389,37,38,38
ENSG00000089163,SIRT4,-1.70177813086,-0.0929857426728,0.0887969675616,0.122058051664,0.146323684931,1.69610067529e-33,6.87575930877e-33,33,33,33
ENSG00000079215,SLC1A3,-1.70115402171,-0.0929951464248,0.0889140689992,0.0535450344088,0.0768625454692,9.86546584478e-18,2.66266497216e-17,17,17,17
ENSG00000198625,MDM4,1.70070361963,0.0934238196157,0.0889986550976,0.166972594345,0.193326977852,7.17304100253e-45,3.67754468837e-44,35,35,35
ENSG00000075035,WSCD2,1.70053974919,0.0930654213644,0.0890294462598,0.0368731707346,0.0410819586331,5.27489192934e-10,1.08827696744e-09,30,31,31
ENSG00000119185,ITGB1BP1,-1.69964933297,-0.0956803302417,0.0891969050014,0.0137938250757,0.0175589949992,5.43803683117e-05,8.87758838663e-05,34,34,34
ENSG00000227124,ZNF717,1.6989860002,0.0935931497281,0.0893218214616,0.142043658918,0.173052202424,6.89510197735e-40,3.21926225253e-39,12,12,12
ENSG00000074603,DPP8,-1.69873899882,-0.0965085452498,0.0893683718655,0.0755688151678,0.0542148825801,8.11981801758e-13,1.86057973399e-12,35,35,35
ENSG00000114316,USP4,-1.69851820327,-0.0945378984304,0.08941,0.000176200023269,0.00402449903406,0.0541524195116,0.0717691202845,1,1,1
ENSG00000067208,EVI5,-1.69770397487,-0.0931853195226,0.0895636471869,0.130985135973,0.146737912733,1.35483490828e-33,5.50078007919e-33,55,55,55
ENSG00000159784,FAM131B,1.69759174442,0.0932625725871,0.0895848420505,0.141799410617,0.166071364473,3.36306093799e-38,1.51435472185e-37,39,40,40
ENSG00000185499,MUC1,-1.69747641135,-0.0947355607285,0.0896066270553,0.0343264788748,0.0683717779417,7.04538996294e-16,1.8056982137e-15,4,4,4
ENSG00000100348,TXN2,1.69694734275,0.0941973491573,0.0897066163066,0.0720051803686,0.104118906988,8.75732277779e-24,2.82564180074e-23,16,16,16
ENSG00000135363,LMO2,-1.69690330347,-0.093143668948,0.0897149433864,0.0129306505708,0.0108983799734,0.0015020707823,0.0022463692828,18,19,19
ENSG00000198556,ZNF789,1.69682505455,0.0970972340945,0.0897297404633,0.0029012912245,0.0029418286161,0.0997835967333,0.129126523145,6,6,6
ENSG00000119048,UBE2B,1.69639132941,0.0902196561671,0.0898117946629,0.00647551966953,0.00467004445301,0.0380191418521,0.0510434481211,14,14,14
ENSG00000118600,TMEM5,-1.69638846639,-0.093126004334,0.0898123365033,0.0357552143754,0.028017101929,3.1926334037e-07,5.83543915628e-07,39,39,39
ENSG00000137880,GCHFR,-1.69628180093,-0.0944796725412,0.0898325253357,0.113010069174,0.114593372083,3.73641930235e-26,1.28224019362e-25,33,35,35
ENSG00000103852,TTC23,-1.6954545663,-0.0935668986114,0.0899892221188,0.327943816674,0.415675665386,1.86517187426e-109,2.78528103809e-108,16,16,16
ENSG00000186687,LYRM7,-1.69536251014,-0.0975677704191,0.0900066732141,0.00187665962134,0.00225752098435,0.149422384863,0.190149007829,4,4,4
ENSG00000151014,CCRN4L,-1.69531460442,-0.0902174591777,0.0900157557837,0.0617360624413,0.100068940569,7.11036093924e-23,2.23990824996e-22,26,27,27
ENSG00000088727,KIF9,1.69495164144,0.0962416193244,0.0900845948461,0.00730867224043,0.00415111427309,0.0504965071959,0.0670723574302,17,17,17
ENSG00000139725,RHOF,-1.69437888294,-0.0951790977442,0.0901933096157,0.0525279813319,0.107249706922,1.72462394146e-24,5.66318173346e-24,2,2,2
ENSG00000087074,PPP1R15A,1.69424227606,0.0899982894952,0.0902192544309,0.00025614831313,0.000986035346743,0.340883191944,0.417071297825,2,2,2
ENSG00000178188,SH2B1,-1.69420178083,-0.0944833582793,0.0902269465684,0.00372353714134,0.000175845908653,0.68759199777,0.805431714925,17,17,17
ENSG00000075413,MARK3,-1.69417394485,-0.0944169502037,0.0902322343659,0.134032944332,0.166324281247,2.92287808233e-38,1.31794684089e-37,10,10,10
ENSG00000116396,KCNC4,-1.69282519485,-0.0921746690438,0.0904887454583,0.0218579516174,0.0294133018947,1.6110078548e-07,2.99190418156e-07,32,32,32
ENSG00000164077,MON1A,-1.69260406236,-0.0930317700646,0.0905308573123,0.00906539001578,0.00609542601607,0.0177374300545,0.0244961404265,28,28,28
ENSG00000130024,PHF10,1.6904317254,0.0902886161163,0.0909453898325,0.0278169667124,0.0378661490382,2.55794039505e-09,5.12795021967e-09,25,25,25
ENSG00000103966,EHD4,1.69039931445,0.0920579667686,0.0909515861344,0.192078421543,0.247874620726,6.52989795914e-59,4.39026472791e-58,22,22,22
ENSG00000241973,PI4KA,1.68991939672,0.0919506854137,0.0910433761965,0.00557971657551,0.0118983442263,0.00090810409125,0.00138049849791,13,13,13
ENSG00000132275,RRP8,-1.68979725096,-0.0913970562651,0.0910667499362,0.108444294239,0.156756018433,5.73209140444e-36,2.45999921433e-35,14,14,14
ENSG00000070190,DAPP1,1.68973477131,0.0909469405328,0.0910787078699,0.109484245634,0.151389122777,1.07952470528e-34,4.49949996623e-34,41,42,42
ENSG00000176125,UFSP1,1.68955311971,0.09472243689,0.0911134812058,0.395265966426,0.464982617657,4.31419597943e-127,8.29522266351e-126,33,33,33
ENSG00000115866,DARS,1.68920380788,0.0931916767781,0.0911803795274,0.527012011225,0.507972492128,7.61499186008e-144,1.85735292202e-142,23,23,23
ENSG00000164929,BAALC,-1.68886773929,-0.0917085880545,0.0912447788433,0.0768873824785,0.149488923797,3.03928675003e-34,1.25212529824e-33,11,12,12
ENSG00000100749,VRK1,-1.68841085677,-0.0920401476244,0.0913323878329,0.00536599305764,0.0123015928414,0.000741803022941,0.00113397024317,9,9,9
ENSG00000110077,MS4A6A,-1.68800378385,-0.0908932392568,0.091410502592,0.112457787877,0.128241069603,2.78686359829e-29,1.02903785963e-28,36,36,36
ENSG00000162419,GMEB1,1.68762548853,0.0927722212159,0.091483143243,0.000836077319645,0.00101920465134,0.332886347997,0.407741661812,5,5,5
ENSG00000125826,RBCK1,-1.68748981056,-0.0905596197524,0.0915092075661,0.0965217444967,0.171021828509,2.14275250027e-39,9.89905057211e-39,4,4,4
ENSG00000171469,ZNF561,-1.68674255524,-0.0914738240547,0.0916528655128,0.248587862287,0.2540140665,1.48668990721e-60,1.02626796477e-59,37,37,37
ENSG00000254087,LYN,-1.68664689911,-0.0917353537874,0.0916712682401,0.0109026957893,0.0196231449253,1.96503347461e-05,3.281949771e-05,6,6,6
ENSG00000100652,SLC10A1,-1.68617092449,-0.0917308678222,0.0917628823859,0.00824877398995,0.00363398974225,0.0673054959605,0.0884005471975,16,16,16
ENSG00000185414,MRPL30,-1.68582190421,-0.0924327891051,0.0918301074887,0.0318798862211,0.0307094122755,8.53804931269e-08,1.60626549775e-07,30,31,31
ENSG00000115392,FANCL,1.68556885753,0.0945205972208,0.0918788717733,0.0952378490174,0.0494839932618,8.42201137905e-12,1.86462114428e-11,76,76,76
ENSG00000204104,TRAF3IP1,1.68514728177,0.0914846374628,0.091960159273,0.0148734082068,0.0179872207929,4.40165320779e-05,7.21790019918e-05,18,18,18
ENSG00000129467,ADCY4,1.68437122147,0.0918394367674,0.0921099489338,0.000965145233473,0.000634579076702,0.444873178721,0.53584130196,3,3,3
ENSG00000100246,DNAL4,-1.68411730187,-0.0918783873293,0.0921590012285,0.00161721106683,0.00188506277503,0.187779792947,0.236515984786,4,4,4
ENSG00000165527,ARF6,-1.68411486018,-0.0961947896801,0.092159473017,0.0109710078986,0.00432331703257,0.045936828148,0.0612444542501,29,29,29
ENSG00000151502,VPS26B,1.68398063997,0.0941345843687,0.0921854103159,0.0352427615281,0.0386635581428,1.72962262474e-09,3.49185462761e-09,39,39,39
ENSG00000145708,CRHBP,-1.6836919579,-0.0915660949736,0.0922412163662,0.00261646017281,0.00116425249791,0.300684917664,0.370192657557,17,19,19
ENSG00000204632,HLA-G,1.68308343082,0.0994186901828,0.092358941558,0.081706424025,0.0697013352763,3.61856086141e-16,9.3671511607e-16,34,34,34
ENSG00000167552,TUBA1A,1.68205005319,0.0934128362908,0.092559134433,0.0122326763942,0.00835742209183,0.00547048695824,0.0078650566234,36,39,39
ENSG00000100316,RPL3,1.68167125115,0.0930457392758,0.0926326057275,0.000834648370715,1.37424308125e-05,0.910497460116,1.0,3,3,3
ENSG00000149243,KLHL35,1.68127274485,0.0922065320982,0.0927099493347,0.188440032532,0.256778914973,2.67969719562e-61,1.88336668962e-60,10,10,10
ENSG00000157617,C2CD2,1.6808863249,0.0938911749677,0.0927849966803,0.0857891252421,0.106582831986,2.43891661926e-24,7.97887997822e-24,57,59,59
ENSG00000119242,CCDC92,1.6807964984,0.092695423563,0.0928024490381,0.078077318625,0.0771013157341,8.74547021538e-18,2.36717197301e-17,30,30,30
ENSG00000185897,FFAR3,1.68008378659,0.0928471098097,0.0929410149755,0.215855985051,0.275493233484,2.08049999724e-66,1.58211694363e-65,32,33,33
ENSG00000187837,HIST1H1C,-1.68004556667,-0.0941626464843,0.0929484504086,0.0120063601633,0.0253354463184,1.18824313731e-06,2.11634217194e-06,27,29,29
ENSG00000113456,RAD1,-1.67968561396,-0.0916596388497,0.0930185002577,0.0107372803395,0.00765903551741,0.00784029985968,0.0111396536626,11,12,12
ENSG00000159905,ZNF221,1.67901690612,0.090418772016,0.0931487489457,0.11146871723,0.151571334629,9.77406144986e-35,4.07902925717e-34,28,28,28
ENSG00000163319,MRPS18C,-1.67830471142,-0.0910931678222,0.0932876287663,0.00306028801598,0.00260070997649,0.121765130781,0.156343199212,10,10,10
ENSG00000160124,CCDC58,1.67816300315,0.093201869431,0.0933152820565,0.0145210995034,0.0038930172011,0.0582467254525,0.0769553235967,25,25,25
ENSG00000179954,SSC5D,1.67782902348,0.091366050584,0.0933804816653,0.0987886166803,0.161953218659,3.2826897553e-37,1.44748265039e-36,9,9,9
ENSG00000105443,CYTH2,1.67701667996,0.0904592538324,0.0935392201806,0.147310466183,0.189185394147,7.64553002324e-44,3.84495135304e-43,10,10,10
ENSG00000108654,DDX5,1.67668191138,0.0940027967604,0.0936046996312,0.2431816603,0.280794608903,7.02886562253e-68,5.49093648365e-67,11,11,11
ENSG00000090686,USP48,-1.67590924591,-0.0938275483059,0.0937559704066,0.0190884813563,0.0459517900489,4.80663886659e-11,1.03699001657e-10,10,10,10
ENSG00000198515,CNGA1,-1.67440722628,-0.0898044305643,0.0940505935797,0.286692787298,0.349412006144,5.86363573944e-88,6.40380981129e-87,30,30,30
ENSG00000153291,SLC25A27,1.67436582401,0.0947367916759,0.0940587251922,0.0520754326338,0.0966471370407,4.14431407492e-22,1.28223539302e-21,10,10,10
ENSG00000100647,KIAA0247,1.67421254708,0.0917716955439,0.0940888344531,0.00788766901815,0.00535026752906,0.0263518829505,0.0358591435418,18,18,18
ENSG00000127920,GNG11,-1.67334870938,-0.0892498468312,0.0942586686777,0.0189072739975,0.0341918383477,1.55007310526e-08,3.00721945344e-08,11,11,11
ENSG00000178104,PDE4DIP,-1.67308315825,-0.0934642725731,0.0943109265358,0.0144484075719,0.00510532347767,0.0300510286085,0.0407120034769,14,14,14
ENSG00000166135,HIF1AN,-1.67277351115,-0.0899797867379,0.0943718913761,0.164393142304,0.218582413377,2.98343073674e-51,1.74256169551e-50,53,53,53
ENSG00000176472,ZNF575,-1.6724996906,-0.0945363118748,0.0944258288249,0.326733970378,0.368368703918,7.06736220998e-94,8.39352819365e-93,25,25,25
ENSG00000003436,TFPI,-1.67233536032,-0.0923302660701,0.0944582106322,0.00368147921836,0.00185740687959,0.191053616438,0.240389281816,12,12,12
ENSG00000213186,TRIM59,-1.67175255662,-0.0939081468906,0.0945731257324,0.107213221462,0.135984407611,4.46855690493e-31,1.7274835044e-30,22,23,23
ENSG00000154165,GPR15,1.67116599723,0.090006155122,0.0946888944678,0.00301508928911,0.000827064734163,0.383078023246,0.46588371599,9,9,9
ENSG00000135446,CDK4,1.67100849442,0.0887157719317,0.094719999999,0.001117673969,0.000632379820154,0.445663451989,0.536596885104,1,1,1
ENSG00000166578,IQCD,-1.66937392621,-0.0913547168617,0.0950432976645,0.0294574182257,0.0283621240865,2.69611974849e-07,4.94576507066e-07,34,35,35
ENSG00000132334,PTPRE,-1.6693665475,-0.0920109361104,0.0950447590851,0.0397173077901,0.040167583699,8.26558053348e-10,1.69204167247e-09,41,41,41
ENSG00000145247,OCIAD2,-1.6691886437,-0.0939919266903,0.0950799999999,0.00256987621681,0.00636000355756,0.0154299343714,0.0214307355905,1,1,1
ENSG00000122203,KIAA1191,1.66888028403,0.0923014949242,0.0951411076763,0.0220646985218,0.0259358846489,8.85261918457e-07,1.58420988152e-06,21,21,21
ENSG00000088053,GP6,-1.66849743855,-0.0936638152759,0.0952170199865,0.00939126882247,0.0188065419652,2.93832531789e-05,4.8564039104e-05,8,8,8
ENSG00000168288,MMADHC,-1.6680449244,-0.0907352580871,0.0953068090633,0.0192852218119,0.0166325756839,8.59686219052e-05,0.00013864242918,26,26,26
ENSG00000160716,CHRNB2,-1.66749997205,-0.0908390399404,0.0954150299688,0.0817672573265,0.109285391256,5.97907190572e-25,1.98064275831e-24,17,17,17
ENSG00000129354,AP1M2,1.66747237265,0.0937857159094,0.0954205134909,0.56727343377,0.639646094512,4.09393176947e-206,2.04246876271e-204,48,48,48
ENSG00000185087,FAM169B,-1.66736068349,-0.0919562444889,0.095442706767,0.0776052870696,0.12959950483,1.35306291737e-29,5.02571677515e-29,5,5,5
ENSG00000151694,ADAM17,1.66709630124,0.0939241847106,0.0954952575082,0.00177488022653,0.000849245306389,0.376770426262,0.458678554792,6,6,6
ENSG00000243667,WDR92,-1.66677365429,-0.0934451482316,0.095559420798,0.026463123096,0.0515014079803,3.10896634196e-12,7.00567933105e-12,21,21,21
ENSG00000197409,HIST1H3D,-1.66643744232,-0.0953034729472,0.0956263184221,0.0147962526084,0.0204223911679,1.32594531226e-05,2.23754333219e-05,15,15,15
ENSG00000166896,XRCC6BP1,-1.66583318168,-0.0919632769536,0.0957466451606,0.579494506629,0.726915011069,1.53465425478e-261,1.643327739e-259,12,12,12
